Highest Charting Position,Song Name,Streams,Artist,Artist Followers,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence
121,Way Out (feat. Big Sean),"4,962,949",Jack Harlow,1053324,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",72,0.945,0.582,-8.357,0.0719,0.114,0.103,0.907
42,Diamonds,"4,931,163",Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",77,0.653,0.667,-6.764,0.0423,0.154,0.107,0.556
190,Dancing in My Room,"4,914,093",347aidan,211500,['sad rap'],79,0.98,0.413,-11.052,0.101,0.671,0.17,0.764
116,De Cora <3,"4,864,544","Rauw Alejandro, J Balvin",6096559,"['puerto rican pop', 'trap latino']",73,0.811,0.683,-2.028,0.241,0.46,0.128,0.571
10,champagne problems,"4,848,954",Taylor Swift,42227614,"['pop', 'post-teen pop']",75,0.462,0.24,-12.077,0.0377,0.92,0.113,0.32
37,Go Crazy,"4,833,081","Chris Brown, Young Thug",14073083,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",80,0.755,0.578,-8.932,0.145,0.316,0.25,0.581
73,Reminds Me Of You,"5,942,551","Juice WRLD, The Kid LAROI",19102888,"['chicago rap', 'melodic rap']",75,0.613,0.631,-6.965,0.12,0.0663,0.169,0.33
177,Don't Play,"5,119,828","Anne-Marie, KSI, Digital Farm Animals",8153871,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",73,0.695,0.784,-6.564,0.0402,0.0889,0.0843,0.52
108,MODO TURBO,"4,983,557","Luísa Sonza, Pabllo Vittar, Anitta",1251372,[],1,0.655,0.726,-7.628,0.0796,0.334,0.232,0.766
191,Buss It,"4,915,403",Erica Banks,41551,['trap queen'],72,0.956,0.502,-5.995,0.213,0.0593,0.238,0.795
41,Kings & Queens,"4,855,690",Ava Max,3916979,"['dance pop', 'pop']",82,0.637,0.69,-4.057,0.0405,0.00786,0.124,0.457
6,Lovesick Girls,"4,796,365",BLACKPINK,23848461,"['k-pop', 'k-pop girl group']",75,0.654,0.707,-5.661,0.0664,0.00559,0.0873,0.448
17,Caramelo,"4,790,233",Ozuna,29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",74,0.728,0.806,-3.766,0.0623,0.0531,0.153,0.698
67,Deep End,"5,622,565",Fousheé,411262,"['brooklyn drill', 'nyc rap']",72,0.868,0.479,-6.687,0.445,0.703,0.102,0.776
158,Sand In My Boots,"5,446,609",Morgan Wallen,2147875,['contemporary country'],75,0.403,0.537,-6.628,0.031,0.59,0.112,0.414
168,865,"5,160,123",Morgan Wallen,2147875,['contemporary country'],70,0.532,0.584,-5.254,0.0248,0.723,0.101,0.367
53,7 Summers,"5,064,504",Morgan Wallen,2147875,['contemporary country'],73,0.466,0.786,-5.13,0.0328,0.417,0.125,0.571
21,HACIENDO QUE ME AMAS,"4,935,633",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",78,0.584,0.411,-7.147,0.0838,0.869,0.0955,0.412
65,La Luz,"4,906,324","Sech, J Balvin",8766508,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",70,0.665,0.697,-4.819,0.154,0.427,0.599,0.556
17,The Woo (feat. 50 Cent & Roddy Ricch),"4,892,682",Pop Smoke,6852509,['brooklyn drill'],79,0.49,0.618,-5.655,0.104,0.0221,0.259,0.286
188,More Than My Hometown,"4,879,971",Morgan Wallen,2147875,['contemporary country'],75,0.62,0.869,-5.479,0.0462,0.615,0.131,0.597
190,Warning,"4,860,714",Morgan Wallen,2147875,['contemporary country'],68,0.633,0.664,-5.037,0.0294,0.46,0.108,0.268
117,Recairei - Ao Vivo,"4,815,342",Os Barões Da Pisadinha,4281787,"['forro', 'piseiro']",69,0.582,0.937,-2.118,0.0858,0.449,0.684,0.939
5,Ice Cream (with Selena Gomez),"4,812,765",BLACKPINK,23848461,"['k-pop', 'k-pop girl group']",71,0.79,0.701,-4.81,0.365,0.0317,0.0311,0.91
22,Be Kind (with Halsey),"4,790,427",Marshmello,31552500,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",80,0.63,0.633,-7.088,0.0457,0.00776,0.0541,0.452
76,Fever,"4,769,618","Dua Lipa, Angèle",27167675,"['dance pop', 'pop', 'uk pop']",73,0.868,0.693,-7.052,0.181,0.0597,0.106,0.396
141,Angst,"5,317,174",Apache 207,1674348,['german hip hop'],67,0.599,0.79,-4.352,0.386,0.0213,0.0778,0.528
15,"no body, no crime (feat. HAIM)","4,986,214",Taylor Swift,42227614,"['pop', 'post-teen pop']",68,0.546,0.613,-7.589,0.0264,0.418,0.103,0.535
13,Sunday Best,"4,858,392",Surfaces,724903,"['bedroom soul', 'pop']",80,0.878,0.525,-6.832,0.0578,0.183,0.0714,0.694
171,Amor ou o Litrão,"4,848,222","Petter Ferraz, Menor Nico",14122,[],66,0.934,0.707,-4.214,0.0646,0.437,0.0628,0.961
66,Happier,"4,655,272","Marshmello, Bastille",31552500,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",82,0.687,0.792,-2.749,0.0452,0.191,0.167,0.671
138,Don't Stop Me Now - Remastered 2011,"4,630,572",Queen,35910149,"['classic rock', 'glam rock', 'rock']",74,0.563,0.865,-5.277,0.16,0.0472,0.77,0.601
61,Azul,"4,606,011",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",77,0.843,0.836,-2.474,0.0695,0.0816,0.0532,0.65
183,Basta Você Me Ligar - Ao Vivo,"4,580,123","Os Barões Da Pisadinha, Xand Avião",4281787,"['forro', 'piseiro']",68,0.599,0.914,-2.415,0.0629,0.5,0.694,0.831
49,Tequila Shots,"4,540,781",Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",74,0.712,0.556,-7.214,0.0531,0.084,0.527,0.22
27,Lose Control,"4,516,053","MEDUZA, Becky Hill, Goodboys",441714,"['dance pop', 'edm', 'pop dance', 'pop house', 'tropical house']",82,0.598,0.526,-8.659,0.0415,0.129,0.14,0.529
68,I CAN'T STOP ME,"4,504,304",TWICE,9998991,"['k-pop', 'k-pop girl group']",76,0.657,0.88,-3.672,0.102,0.121,0.463,0.769
158,E-GIRLS ARE RUINING MY LIFE!,"4,488,125","CORPSE, Savage Ga$p",1777797,"['dream smp', 'viral rap']",77,0.614,0.937,-7.443,0.115,0.00161,0.103,0.386
1,All I Want for Christmas Is You,"23,235,257",Mariah Carey,6931357,"['dance pop', 'pop', 'r&b', 'urban contemporary']",65,0.336,0.627,-7.463,0.0384,0.164,0.0708,0.35
2,Last Christmas,"20,709,328",Wham!,1631876,"['disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",63,0.735,0.478,-12.472,0.0293,0.189,0.355,0.947
3,Santa Tell Me,"16,657,592",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",61,0.525,0.621,-7.364,0.116,0.0489,0.294,0.591
5,Rockin' Around The Christmas Tree,"16,613,649",Brenda Lee,222627,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly', 'vocal jazz']",58,0.589,0.472,-8.749,0.0502,0.614,0.505,0.898
7,Jingle Bell Rock,"16,527,404",Bobby Helms,20637,[],56,0.754,0.424,-8.463,0.0363,0.643,0.0652,0.806
6,It's Beginning to Look a Lot like Christmas,"15,424,001",Michael Bublé,4702232,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",55,0.339,0.214,-11.714,0.0375,0.908,0.341,0.363
8,It's the Most Wonderful Time of the Year,"14,582,001",Andy Williams,369548,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']",55,0.24,0.598,-8.435,0.0369,0.766,0.117,0.776
9,Underneath the Tree,"12,266,990",Kelly Clarkson,7869617,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']",49,0.509,0.812,-5.439,0.0537,0.00128,0.214,0.689
14,Feliz Navidad,"11,664,490",José Feliciano,239129,"['latin pop', 'puerto rican pop']",49,0.513,0.831,-9.004,0.0383,0.55,0.336,0.963
11,Let It Snow! Let It Snow! Let It Snow!,"10,884,855",Dean Martin,1139096,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",54,0.451,0.24,-14.014,0.0351,0.912,0.175,0.701
19,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"10,787,165",Frank Sinatra,4953667,"['adult standards', 'easy listening', 'lounge']",53,0.652,0.259,-13.336,0.0595,0.903,0.362,0.836
15,Mistletoe,"10,609,206",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",59,0.657,0.56,-9.049,0.0467,0.498,0.0794,0.854
16,Sleigh Ride,"10,508,459",The Ronettes,1251372,[],50,0.529,0.772,-7.013,0.0287,0.403,0.316,0.853
17,Do They Know It's Christmas? - 1984 Version,"10,476,212",Band Aid,4883,['musical advocacy'],51,0.599,0.642,-6.936,0.0363,0.164,0.0992,0.349
23,Wonderful Christmastime - Edited Version / Remastered 2011,"9,882,989",Paul McCartney,3609658,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock', 'soft rock']",51,0.774,0.511,-8.914,0.0319,0.322,0.0672,0.771
21,Holly Jolly Christmas,"9,852,792",Michael Bublé,4702232,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",48,0.647,0.465,-8.308,0.0428,0.865,0.0882,0.699
24,Happy Xmas (War Is Over) - Remastered 2010,"9,509,781","John Lennon, Yoko Ono",4313100,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock']",53,0.321,0.64,-10.023,0.0324,0.28,0.718,0.414
22,Driving Home for Christmas - 2019 Remaster,"8,804,531",Chris Rea, , , , , , , , , , 
32,The Christmas Song (Merry Christmas To You),"8,478,518",Nat King Cole,1634288,"['adult standards', 'lounge', 'soul', 'vocal jazz']",53,0.319,0.21,-15.231,0.0341,0.92,0.138,0.209
39,White Christmas,"7,045,348","Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",359973,"['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz']",51,0.317,0.158,-16.485,0.0381,0.673,0.338,0.247
114,Slay3r,"6,912,271",Playboi Carti,4958353,"['atl hip hop', 'plugg', 'rap', 'trap']",63,0.885,0.661,-5.062,0.141,0.165,0.334,0.436
42,A Holly Jolly Christmas - Single Version,"6,716,353",Burl Ives,58479,"['adult standards', 'american folk revival']",49,0.683,0.375,-13.056,0.0303,0.579,0.076,0.888
47,Fairytale of New York (feat. Kirsty MacColl),"6,404,964",The Pogues,382997,"['celtic', 'celtic punk', 'celtic rock', 'folk punk', 'irish folk', 'punk']",55,0.271,0.551,-7.48,0.0457,0.582,0.256,0.428
38,Merry Christmas Everyone,"6,052,105",Shakin' Stevens,99249,"['classic uk pop', 'new wave pop', 'rock-and-roll', 'rockabilly', 'soft rock']",47,0.534,0.904,-3.315,0.0369,0.129,0.128,0.96
62,Blue Christmas,"6,007,011",Elvis Presley,5698788,"['rock-and-roll', 'rockabilly']",49,0.465,0.27,-16.661,0.0425,0.9,0.145,0.58
65,Run Rudolph Run - Single Version,"5,802,508",Chuck Berry,1251372,[],0,0.647,0.876,-5.662,0.185,0.881,0.26,0.949
59,Santa Claus Is Coming To Town,"5,801,639",The Jackson 5,1251372,[],0,0.691,0.776,-4.177,0.0341,0.458,0.33,0.961
52,Santa Baby,"5,687,085",Kylie Minogue,1324920,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop']",42,0.685,0.391,-7.183,0.0435,0.744,0.142,0.443
60,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"5,422,082","Perry Como, The Fontane Sisters",336373,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",49,0.724,0.276,-12.25,0.0599,0.76,0.116,0.718
69,Christmas (Baby Please Come Home),"5,394,054",Darlene Love,1251372,[],45,0.325,0.759,-7.146,0.053,0.395,0.0773,0.36
66,Step Into Christmas,"5,353,591",Elton John,7504724,"['glam rock', 'mellow gold', 'piano rock']",43,0.526,0.925,-5.584,0.0363,0.102,0.305,0.819
54,Show Out (with Skepta & Pop Smoke),"5,209,372",Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",76,0.619,0.589,-6.531,0.124,0.43,0.378,0.158
166,Investe Em Mim,"5,191,001",Jonas Esticado,1293055,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",72,0.632,0.953,-1.283,0.0325,0.317,0.125,0.798
197,Lance Individual,"5,152,906",Jorge & Mateus,15019109,"['sertanejo', 'sertanejo universitario']",72,0.752,0.62,-5.536,0.0509,0.309,0.075,0.962
71,Jingle Bell Rock - Daryl's Version,"10,522,305",Daryl Hall & John Oates,1549216,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",43,0.666,0.841,-3.592,0.0312,0.613,0.113,0.84
73,Thank God It's Christmas - Non-Album Single,"10,509,961",Queen, , , , , , , , , , 
74,Christmas Lights,"10,455,065",Coldplay,31161671,"['permanent wave', 'pop']",53,0.295,0.496,-9.478,0.0327,0.207,0.858,0.224
83,Have Yourself A Merry Little Christmas,"9,548,924",Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",46,0.438,0.178,-9.402,0.0414,0.957,0.316,0.344
85,Santa's Coming for Us,"9,474,711",Sia,20528724,"['australian dance', 'australian pop', 'dance pop', 'pop']",49,0.547,0.814,-6.191,0.12,0.0215,0.0475,0.724
86,My Only Wish (This Year),"9,457,199",Britney Spears,9470311,"['dance pop', 'pop', 'post-teen pop']",43,0.669,0.843,-3.766,0.0268,0.169,0.195,0.702
89,"Baby, It's Cold Outside (feat. Meghan Trainor)","9,270,017",Brett Eldredge,1298537,"['contemporary country', 'country', 'country road', 'modern country rock']",44,0.583,0.572,-4.776,0.0366,0.738,0.266,0.684
92,Like It's Christmas,"9,167,304",Jonas Brothers,5436999,"['boy band', 'dance pop', 'pop', 'post-teen pop']",47,0.725,0.571,-6.007,0.102,0.0183,0.0519,0.61
102,Christmas Without You,"8,813,922",Ava Max,3916979,"['dance pop', 'pop']",45,0.654,0.596,-4.68,0.0458,0.424,0.11,0.382
104,You Make It Feel Like Christmas (feat. Blake Shelton),"8,696,354",Gwen Stefani,4805333,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",44,0.635,0.87,-4.291,0.04,0.0156,0.118,0.912
107,Gnat,"8,614,955",Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",70,0.835,0.869,-4.582,0.27,0.248,0.462,0.82
111,Joy To The World,"8,387,899",Nat King Cole,1251372,[],0,0.59,0.305,-12.955,0.032,0.894,0.14,0.545
117,Santa Claus Is Coming to Town,"8,177,832",Michael Bublé,4702232,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",44,0.594,0.389,-7.109,0.0517,0.785,0.0313,0.396
119,Baby It's Cold Outside (duet with Michael Bublé),"8,160,534",Idina Menzel,353571,"['hollywood', 'show tunes']",47,0.553,0.476,-8.869,0.0649,0.647,0.281,0.558
22,‘tis the damn season,"8,115,520",Taylor Swift,42227614,"['pop', 'post-teen pop']",66,0.575,0.434,-8.193,0.0312,0.735,0.105,0.348
123,I Saw Mommy Kissing Santa Claus,"8,064,361",The Jackson 5,1151360,"['motown', 'soul']",44,0.583,0.712,-8.222,0.0538,0.263,0.817,0.614
126,Santa Baby (with Henri René & His Orchestra),"8,022,773","Eartha Kitt, Henri Rene & His Orchestra",127251,"['adult standards', 'lounge', 'torch song', 'vocal jazz']",41,0.7,0.139,-12.346,0.0607,0.902,0.185,0.49
127,Carol of the Bells,"7,993,078","Mykola Dmytrovych Leontovych, John Williams",1024868,['soundtrack'],51,0.418,0.106,-22.507,0.0448,0.994,0.179,0.8
19,gold rush,"7,901,968",Taylor Swift,42227614,"['pop', 'post-teen pop']",70,0.512,0.462,-10.491,0.0408,0.83,0.121,0.353
133,What Christmas Means To Me,"7,792,643",Stevie Wonder,1251372,[],0,0.545,0.7,-6.961,0.0323,0.0982,0.1,0.799
140,The Christmas Song (Shawn Mendes & Camila Cabello),"7,536,851",Shawn Mendes,33893352,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",42,0.341,0.181,-12.073,0.0366,0.888,0.137,0.212
144,"Baby, It's Cold Outside","7,367,482",Dean Martin,1139096,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",44,0.469,0.196,-16.093,0.0571,0.882,0.0513,0.537
145,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","7,363,913",Bruce Springsteen,4224071,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",44,0.357,0.668,-8.444,0.0479,0.362,0.727,0.407
147,One More Sleep,"7,350,024",Leona Lewis,2877234,"['british soul', 'dance pop', 'europop', 'pop', 'post-teen pop', 'talent show']",42,0.638,0.813,-3.849,0.0362,0.464,0.344,0.754
149,Little Saint Nick - 1991 Remix,"7,301,381",The Beach Boys,1251372,[],0,0.602,0.553,-9.336,0.0328,0.108,0.0512,0.971
150,Naughty List (with Dixie),"7,299,201",Liam Payne,8037861,"['dance pop', 'pop', 'post-teen pop']",51,0.619,0.771,-2.204,0.0601,0.0318,0.114,0.704
152,I'll Be Home,"7,281,773",Meghan Trainor,10606572,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",45,0.542,0.37,-7.779,0.0257,0.318,0.108,0.289
156,Rudolph The Red-Nosed Reindeer,"7,227,612",Dean Martin,1139096,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",41,0.478,0.201,-16.768,0.0332,0.919,0.0854,0.857
157,Mistletoe And Holly - Remastered 1999,"7,225,080",Frank Sinatra,4953667,"['adult standards', 'easy listening', 'lounge']",38,0.607,0.103,-14.405,0.0404,0.804,0.076,0.341
159,Jingle Bells - Remastered 1999,"7,182,262",Frank Sinatra,4953667,"['adult standards', 'easy listening', 'lounge']",36,0.512,0.339,-13.119,0.0498,0.727,0.0977,0.951
160,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),"7,170,169",Mariah Carey,6931357,"['dance pop', 'pop', 'r&b', 'urban contemporary']",47,0.648,0.938,-3.298,0.115,0.0339,0.0564,0.849
161,Do You Hear What I Hear? - Remastered 2006,"7,149,158",Bing Crosby,359973,"['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz']",44,0.566,0.246,-15.499,0.0276,0.813,0.195,0.412
167,Hallelujah,"6,985,392",Pentatonix,3083825,['a cappella'],60,0.364,0.378,-7.381,0.0331,0.47,0.339,0.366
175,This Christmas,"6,809,438",Donny Hathaway,424935,"['chicago soul', 'classic soul', 'funk', 'motown', 'neo soul', 'quiet storm', 'soul', 'southern soul']",42,0.634,0.645,-9.2,0.0376,0.292,0.246,0.677
180,Winter Wonderland,"6,680,928",Tony Bennett,659472,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",29,0.604,0.497,-6.676,0.0319,0.727,0.102,0.72
181,Christmas Tree Farm,"6,657,404",Taylor Swift,42227614,"['pop', 'post-teen pop']",52,0.598,0.68,-4.505,0.0331,0.06,0.324,0.437
182,Cozy Little Christmas,"6,652,130",Katy Perry,18936929,"['dance pop', 'pop', 'post-teen pop']",41,0.774,0.608,-6.264,0.128,0.128,0.0895,0.56
184,"Merry Christmas, Happy Holidays","6,635,128",*NSYNC,1564750,"['boy band', 'dance pop', 'pop', 'post-teen pop']",41,0.643,0.939,-3.967,0.0463,0.104,0.881,0.756
24,tolerate it,"6,635,109",Taylor Swift,42227614,"['pop', 'post-teen pop']",67,0.316,0.361,-10.381,0.0488,0.878,0.0797,0.221
192,Please Come Home for Christmas - 2013 Remaster,"6,400,108",Eagles,6896776,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",44,0.612,0.289,-11.568,0.0421,0.599,0.0561,0.466
197,My Kind Of Present,"6,278,993",Meghan Trainor,10606572,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",41,0.485,0.444,-6.232,0.195,0.373,0.0969,0.777
28,happiness,"16,213,589",Taylor Swift,42227614,"['pop', 'post-teen pop']",65,0.559,0.334,-10.733,0.0376,0.87,0.114,0.211
34,ivy,"14,519,547",Taylor Swift,42227614,"['pop', 'post-teen pop']",66,0.515,0.545,-9.277,0.0353,0.855,0.0921,0.535
38,dorothea,"14,392,788",Taylor Swift,42227614,"['pop', 'post-teen pop']",64,0.605,0.488,-8.322,0.0264,0.696,0.129,0.354
39,coney island (feat. The National),"14,385,703",Taylor Swift,42227614,"['pop', 'post-teen pop']",64,0.537,0.537,-11.266,0.0617,0.819,0.142,0.292
43,evermore (feat. Bon Iver),"13,810,722",Taylor Swift,42227614,"['pop', 'post-teen pop']",66,0.39,0.27,-10.673,0.0308,0.937,0.111,0.32
45,long story short,"13,583,538",Taylor Swift,42227614,"['pop', 'post-teen pop']",66,0.546,0.73,-7.704,0.0417,0.66,0.0972,0.573
53,cowboy like me,"12,782,098",Taylor Swift,42227614,"['pop', 'post-teen pop']",64,0.604,0.517,-9.014,0.0347,0.768,0.123,0.511
57,marjorie,"12,234,761",Taylor Swift,42227614,"['pop', 'post-teen pop']",64,0.535,0.561,-11.609,0.0484,0.876,0.115,0.287
70,closure,"11,245,393",Taylor Swift,42227614,"['pop', 'post-teen pop']",62,0.689,0.704,-10.813,0.245,0.835,0.134,0.92
74,She Knows This,"10,561,183",Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",64,0.39,0.724,-7.607,0.0889,0.162,0.393,0.312
97,Another Day,"8,901,697",Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",63,0.646,0.758,-7.75,0.0708,0.556,0.335,0.0642
126,"Solo Dolo, Pt. III","7,655,623",Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",61,0.589,0.727,-6.907,0.0866,0.239,0.164,0.52
129,Dive,"7,524,738",Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",60,0.64,0.621,-8.269,0.0679,0.67,0.36,0.332
