Highest Charting Position,Song Name,Streams,Artist,Artist Followers,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence
98,Astronomia,"4,642,284","Vicetone, Tony Igy",378114,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",71,0.653,0.945,-2.634,0.096,0.00561,0.439,0.326
7,After Hours,"4,559,855",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",75,0.664,0.572,-6.099,0.0305,0.0811,0.121,0.143
51,BUTTERFLY EFFECT,"4,537,762",Travis Scott,17732077,"['rap', 'slap house']",79,0.763,0.628,-5.85,0.05,0.0531,0.114,0.193
74,Never Seen the Rain,"4,473,968",Tones And I,1251372,[],0,0.742,0.464,-5.624,0.0318,0.425,0.284,0.281
120,Sigues Con El - Remix,"4,440,738","Arcangel, Sech, Romeo Santos",6671084,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",69,0.747,0.693,-2.97,0.298,0.102,0.0872,0.736
197,ANGELS & DEMONS,"4,435,538",jxdn,799682,[],72,0.554,0.8,-3.936,0.0395,0.119,0.629,0.463
199,Confía,"4,419,295","Sech, Daddy Yankee",8766508,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",62,0.722,0.757,-3.592,0.0782,0.17,0.0657,0.763
44,Muévelo,"4,407,165","Nicky Jam, Daddy Yankee",14831925,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",72,0.594,0.808,-2.409,0.0489,0.415,0.565,0.919
105,All Bad (feat. Lil Uzi Vert),"6,194,224",Future,10491105,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",60,0.931,0.667,-7.043,0.318,0.0144,0.15,0.667
12,Pain 1993 (with Playboi Carti),"6,085,143",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",67,0.825,0.373,-5.532,0.108,0.163,0.368,0.12
110,Trillionaire (feat. Youngboy Never Broke Again),"6,057,848",Future,10491105,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",61,0.768,0.526,-7.182,0.209,0.237,0.139,0.473
128,Go Stupid,"5,464,816","Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",4849204,['chicago rap'],74,0.92,0.833,-3.18,0.253,0.0277,0.0596,0.645
149,A Gente Fez Amor - Ao Vivo,"5,006,457",Gusttavo Lima,12981319,"['sertanejo', 'sertanejo universitario']",66,0.794,0.937,-2.44,0.0336,0.366,0.962,0.826
173,Racks 2 Skinny,"4,729,629",Migos,11692972,"['atl hip hop', 'pop rap', 'rap', 'trap']",61,0.814,0.584,-5.425,0.0819,0.00839,0.0646,0.405
179,Be Something (feat. Lil Baby),"4,687,909",Polo G,4849204,['chicago rap'],69,0.829,0.52,-10.34,0.294,0.0232,0.134,0.248
82,BENDICIONES,"4,639,997",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",67,0.828,0.581,-9.909,0.0725,0.0378,0.103,0.843
126,PTSD,"4,500,903","G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",1253138,"['chicago drill', 'chicago rap', 'drill', 'rap', 'southern hip hop', 'trap']",76,0.883,0.808,-3.158,0.182,0.0313,0.207,0.806
196,Excitement,"4,416,484","Trippie Redd, PARTYNEXTDOOR",6434201,"['melodic rap', 'rap', 'trap']",69,0.443,0.536,-8.187,0.0378,0.0194,0.1,0.0391
131,Can We Kiss Forever?,"4,397,385","Kina, Adriana Proenza",661863,['sad rap'],78,0.522,0.128,-18.717,0.0357,0.894,0.0941,0.124
83,SI ELLA SALE,"7,055,918",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",63,0.869,0.727,-7.397,0.123,0.0589,0.107,0.92
116,RONCA FREESTYLE,"5,784,075",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",64,0.856,0.656,-6.483,0.131,0.165,0.0998,0.586
130,Zoo York (feat. Fivio Foreign & Pop Smoke),"5,368,705",Lil Tjay,3559267,"['brooklyn drill', 'melodic rap', 'nyc rap']",70,0.565,0.569,-6.084,0.379,0.0352,0.106,0.303
131,EN CASITA,"5,364,262","Bad Bunny, Gabriela",36177712,"['latin', 'reggaeton', 'trap latino']",62,0.779,0.764,-8.217,0.0938,0.221,0.0909,0.675
71,Qué Maldición,"4,971,559","Banda MS de Sergio Lizárraga, Snoop Dogg",12140496,"['banda', 'corrido', 'norteno', 'regional mexican']",69,0.755,0.531,-8.051,0.196,0.213,0.13,0.683
69,Nicht verdient,"4,912,914","Capital Bra, Loredana",4093115,['german hip hop'],58,0.719,0.65,-7.274,0.232,0.381,0.167,0.488
52,A Tu Merced,"4,909,499",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",82,0.86,0.791,-4.784,0.0568,0.169,0.106,0.887
49,Demons (feat. Fivio Foreign & Sosa Geek),"4,766,829",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",63,0.543,0.766,-3.387,0.343,0.423,0.155,0.729
42,Moral of the Story,"4,609,358",Ashe,644479,"['alt z', 'electropop', 'indie pop', 'pop', 'post-teen pop']",75,0.572,0.406,-8.624,0.0427,0.587,0.102,0.265
177,Can I,"4,603,243",Kehlani,4894562,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",68,0.574,0.791,-3.752,0.11,0.419,0.0982,0.612
46,STARGAZING,"4,499,820",Travis Scott,17732077,"['rap', 'slap house']",76,0.487,0.789,-3.69,0.044,0.00947,0.189,0.0564
124,Eastside (with Halsey & Khalid),"4,397,708",benny blanco,804613,"['electropop', 'pop', 'pop rap']",77,0.56,0.68,-7.648,0.321,0.555,0.116,0.319
23,Suicidal,"4,320,116",YNW Melly,6332535,"['melodic rap', 'trap']",76,0.655,0.441,-5.245,0.0629,0.474,0.099,0.273
39,How Do You Sleep?,"4,313,625",Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",76,0.477,0.682,-4.931,0.0925,0.153,0.0763,0.345
4,No Time To Die,"4,293,009",Billie Eilish,47061119,"['electropop', 'pop']",75,0.38,0.219,-13.273,0.0358,0.917,0.0827,0.0517
46,D4L,"10,537,097","Future, Drake, Young Thug",56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",63,0.718,0.706,-5.709,0.06,0.0128,0.352,0.815
51,Time Flies,"9,904,749",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",71,0.864,0.477,-5.786,0.224,0.201,0.182,0.5
53,Desires (with Future),"9,628,215",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",64,0.812,0.506,-7.706,0.116,0.281,0.325,0.554
55,Not You Too (feat. Chris Brown),"9,284,383",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",64,0.458,0.452,-9.299,0.047,0.342,0.0703,0.316
67,Landed,"8,355,036",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",60,0.881,0.636,-4.629,0.287,0.00606,0.111,0.715
68,When To Say When,"8,304,928",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",60,0.41,0.82,-6.808,0.533,0.252,0.538,0.526
70,Deep Pockets,"8,285,754",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",58,0.473,0.824,-3.68,0.163,0.482,0.605,0.374
73,War,"7,821,869",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",64,0.749,0.792,-4.151,0.0826,0.292,0.109,0.239
84,From Florida With Love,"7,216,610",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",64,0.787,0.477,-7.837,0.199,0.768,0.104,0.476
89,Losses,"6,894,756",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",57,0.551,0.57,-7.385,0.351,0.28,0.424,0.505
25,Turks (feat. Travis Scott),"5,594,561","NAV, Gunna",2613211,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",70,0.893,0.618,-4.425,0.112,0.0827,0.542,0.389
40,Boyfriend,"5,236,730",Selena Gomez,28931149,"['dance pop', 'pop', 'post-teen pop']",62,0.811,0.512,-6.381,0.17,0.218,0.0768,0.346
29,What If I Told You That I Love You,"5,234,645",Ali Gatie,1758300,"['canadian hip hop', 'pop']",69,0.596,0.366,-11.144,0.115,0.63,0.0554,0.229
85,Emotions,"4,901,960",Ufo361,1700759,"['german cloud rap', 'german hip hop']",65,0.788,0.491,-9.884,0.109,0.386,0.107,0.271
32,FIND MY WAY,"4,753,495",DaBaby,7601122,"['north carolina hip hop', 'rap']",66,0.836,0.624,-6.75,0.184,0.187,0.138,0.7
37,Keii,"4,687,605",Anuel AA,18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",67,0.708,0.797,-3.095,0.0391,0.4,0.096,0.51
130,God's Plan,"4,565,400",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",82,0.754,0.449,-9.211,0.109,0.0332,0.552,0.357
103,Por Primera Vez,"4,478,685","Camilo, Evaluna Montaner",10580764,"['colombian pop', 'reggaeton colombiano']",70,0.716,0.588,-3.952,0.116,0.152,0.0847,0.707
32,@ MEH,"4,420,187",Playboi Carti,1251372,[],1,0.877,0.492,-8.11,0.153,0.0136,0.0678,0.4
109,Broke In A Minute,"4,402,281",Tory Lanez,3828418,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",75,0.929,0.7,-5.595,0.0906,0.144,0.349,0.802
139,Fantasias - Remix,"4,401,019","Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",6096559,"['puerto rican pop', 'trap latino']",70,0.816,0.72,-4.454,0.0684,0.206,0.277,0.78
38,SUGAR,"4,362,442",BROCKHAMPTON,1836564,"['boy band', 'hip hop', 'rap']",75,0.453,0.538,-8.212,0.0638,0.449,0.19,0.516
112,90-60-111,"5,750,861",Shirin David,559215,"['frauenrap', 'german hip hop', 'german pop']",64,0.8,0.628,-6.615,0.285,0.103,0.391,0.745
115,YOSEMITE,"5,686,981",Travis Scott,17732077,"['rap', 'slap house']",75,0.785,0.554,-6.571,0.0409,0.283,0.116,0.144
151,Houdini (feat. Swarmz & Tion Wayne),"4,914,429",KSI,2010879,['uk hip hop'],58,0.572,0.519,-8.054,0.243,0.000415,0.129,0.704
166,Sasuke,"4,701,551",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",56,0.859,0.477,-6.116,0.428,0.00414,0.0819,0.153
47,Me Gusta,"4,440,661","Shakira, Anuel AA",22136717,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",72,0.775,0.696,-5.184,0.0681,0.0559,0.157,0.775
183,If You’re Too Shy (Let Me Know) - Edit,"4,429,092",The 1975,5044278,"['modern alternative rock', 'modern rock', 'pop', 'rock']",59,0.651,0.806,-4.842,0.0311,0.00399,0.0927,0.386
80,"Alone, Pt. II","4,395,061","Alan Walker, Ava Max",29679430,['electro house'],77,0.67,0.668,-4.306,0.0422,0.536,0.133,0.608
97,Tutu,"4,393,037","Camilo, Pedro Capó",10580764,"['colombian pop', 'reggaeton colombiano']",74,0.731,0.832,-2.592,0.0503,0.273,0.0665,0.94
85,Hate Me (with Juice WRLD),"4,367,368",Ellie Goulding,9747805,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",76,0.657,0.768,-4.628,0.0507,0.108,0.144,0.759
109,Still Be Friends (feat. Tory Lanez & Tyga),"4,299,422",G-Eazy,4894656,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",76,0.803,0.759,-4.692,0.0494,0.00509,0.0921,0.284
74,Blanco,"4,214,147",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",66,0.87,0.706,-5.395,0.126,0.0253,0.0872,0.593
78,PICK UP (feat. Quavo),"7,065,060",DaBaby,7601122,"['north carolina hip hop', 'rap']",65,0.915,0.612,-4.535,0.407,0.0944,0.115,0.758
102,JUMP (feat. YoungBoy Never Broke Again),"6,033,348",DaBaby,7601122,"['north carolina hip hop', 'rap']",62,0.896,0.72,-6.262,0.355,0.169,0.252,0.966
156,LIGHTSKIN SH*T (feat. Future & jetsonmade),"4,861,875",DaBaby,7601122,"['north carolina hip hop', 'rap']",56,0.932,0.578,-4.478,0.366,0.115,0.115,0.623
16,That Way - Bonus Track,"4,825,741",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",67,0.712,0.598,-5.368,0.0388,0.0546,0.154,0.504
162,No Me Ame,"4,822,090","Rvssian, Anuel AA, Juice WRLD",1397067,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",64,0.68,0.766,-4.799,0.0923,0.0411,0.116,0.28
80,I'll Wait,"4,674,532","Kygo, Sasha Alex Sloan",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",70,0.611,0.651,-6.973,0.0589,0.144,0.105,0.351
63,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),"4,618,744",Lil Yachty,7358720,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",69,0.836,0.617,-4.363,0.0534,0.17,0.319,0.866
180,BLAME IT ON BABY,"4,616,034",DaBaby,7601122,"['north carolina hip hop', 'rap']",57,0.875,0.687,-5.734,0.387,0.236,0.141,0.864
128,Follow,"4,593,449","KAROL G, Anuel AA",17792779,"['latin', 'reggaeton', 'reggaeton colombiano']",63,0.735,0.787,-4.375,0.16,0.667,0.0721,0.455
156,3 Nights,"4,411,998",Dominic Fike,554042,"['alternative pop rock', 'pop']",77,0.815,0.518,-6.594,0.0897,0.223,0.104,0.877
163,The Take (feat. Chris Brown),"4,394,195",Tory Lanez,3828418,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",73,0.464,0.547,-8.137,0.339,0.0511,0.155,0.423
101,Stupid Again,"5,938,996",Tory Lanez,3828418,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",66,0.775,0.823,-4.941,0.0635,0.0881,0.309,0.65
127,Shotz Fired,"5,291,167",Bonez MC,1683006,"['german hip hop', 'hamburg hip hop']",59,0.839,0.594,-9.087,0.139,0.249,0.165,0.58
128,BaeBae,"5,290,730",Samra,1045091,['german hip hop'],57,0.628,0.712,-4.864,0.156,0.282,0.156,0.45
30,To Die For,"4,527,835",Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",70,0.483,0.361,-7.889,0.0738,0.832,0.098,0.307
86,WANNABE,"4,383,521",ITZY,2384076,['k-pop girl group'],75,0.809,0.911,-4.41,0.0617,0.00795,0.181,0.64
152,Takeaway,"4,359,727","The Chainsmokers, ILLENIUM, Lennon Stella",18195884,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",77,0.528,0.511,-8.144,0.0324,0.126,0.101,0.351
190,Heart On Ice,"4,324,610",Rod Wave,2203386,['florida rap'],70,0.733,0.389,-8.468,0.0738,0.0513,0.141,0.244
194,La Cama - Remix,"4,261,965","Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",4963516,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",69,0.737,0.832,-2.622,0.0798,0.12,0.255,0.865
105,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),"4,244,510","Polo G, Stunna 4 Vegas",4849204,['chicago rap'],41,0.922,0.813,-3.268,0.251,0.0198,0.0539,0.724
192,Cradles,"4,218,201",Sub Urban,908351,['modern indie pop'],73,0.534,0.589,-1.865,0.325,0.256,0.176,0.632
117,Good as Hell (feat. Ariana Grande),"4,176,083",Lizzo,3991674,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",71,0.668,0.892,-3.001,0.0645,0.298,0.735,0.478
15,Forever (feat. Post Malone & Clever),"6,517,807",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",68,0.825,0.483,-5.746,0.08,0.538,0.204,0.892
46,I Love Me,"5,449,099",Demi Lovato,20338833,"['dance pop', 'pop', 'post-teen pop']",67,0.664,0.561,-7.031,0.0495,0.00261,0.0764,0.713
103,Old Me,"4,724,056",5 Seconds of Summer,7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",67,0.722,0.62,-3.639,0.0483,0.313,0.26,0.474
29,Pero Ya No,"4,666,658",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",72,0.882,0.612,-6.103,0.118,0.0475,0.182,0.742
24,Hardest To Love,"4,553,544",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",67,0.467,0.608,-7.847,0.0707,0.0909,0.125,0.108
191,BRABA,"4,452,819",Luísa Sonza,1251372,[],0,0.812,0.689,-5.113,0.0619,0.181,0.0784,0.663
77,Woah,"4,425,610",Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",69,0.882,0.602,-5.554,0.245,0.0177,0.178,0.43
69,Pretty Please,"4,305,034",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",67,0.906,0.474,-6.124,0.194,0.0311,0.286,0.656
170,I.F.L.Y.,"4,284,951",Bazzi,4421378,"['dance pop', 'electropop', 'pop', 'post-teen pop']",76,0.812,0.519,-4.823,0.0385,0.379,0.13,0.554
70,Cool,"8,136,247",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",65,0.469,0.785,-4.015,0.0664,0.133,0.0931,0.79
71,Future Nostalgia,"8,091,754",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",65,0.875,0.813,-4.502,0.0579,0.00618,0.321,0.859
92,Good In Bed,"6,802,068",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",64,0.68,0.701,-5.001,0.0917,0.138,0.168,0.649
27,Scared To Live,"6,566,099",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",66,0.504,0.498,-8.24,0.0499,0.131,0.0929,0.196
21,Alone Again,"6,055,294",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",66,0.218,0.652,-7.953,0.0641,0.033,0.172,0.0599
118,Boys Will Be Boys,"6,015,914",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",63,0.768,0.486,-5.954,0.0353,0.408,0.098,0.519
122,Auto Blu,"5,995,116","Shiva, Eiffel 65",561372,"['italian hip hop', 'trap italiana']",56,0.82,0.783,-6.146,0.0621,0.0158,0.0938,0.653
132,Du bist mein,"5,878,493","Zuna, Loredana, SRNO",900975,"['albanian hip hop', 'german hip hop']",54,0.761,0.556,-6.943,0.364,0.138,0.0976,0.521
28,Too Late,"5,867,746",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",67,0.638,0.863,-5.221,0.132,0.052,0.685,0.226
136,Wildflower,"5,791,343",5 Seconds of Summer,7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",65,0.644,0.768,-4.316,0.0455,0.174,0.469,0.598
36,Faith,"5,730,081",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",67,0.375,0.605,-7.268,0.0729,0.612,0.147,0.128
35,Snowchild,"5,423,997",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",66,0.55,0.611,-7.475,0.137,0.162,0.121,0.243
37,Escape From LA,"5,307,288",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",67,0.404,0.524,-8.996,0.0593,0.0456,0.199,0.168
161,Allein sein,"5,119,993",Ufo361,1700759,"['german cloud rap', 'german hip hop']",54,0.774,0.588,-8.529,0.225,0.0386,0.258,0.392
44,Bichiyal,"4,946,613","Bad Bunny, Yaviah",36177712,"['latin', 'reggaeton', 'trap latino']",75,0.737,0.766,-4.242,0.0458,0.31,0.114,0.662
85,Medusa,"4,901,559","Jhay Cortez, Anuel AA, J Balvin",2435159,"['latin', 'reggaeton', 'trap latino']",70,0.886,0.604,-7.293,0.208,0.194,0.107,0.383
187,Break Up Song,"4,593,343",Little Mix,9398941,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",65,0.631,0.75,-5.416,0.0394,0.00388,0.286,0.593
188,Teeth,"4,571,612",5 Seconds of Summer,7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",78,0.749,0.461,-2.961,0.0416,0.0516,0.0738,0.42
51,Repeat After Me (Interlude),"10,058,303",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",63,0.555,0.619,-7.918,0.0314,0.0323,0.0917,0.141
68,Until I Bleed Out,"9,132,077",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",63,0.245,0.394,-9.887,0.0374,0.423,0.093,0.148
87,Rosa,"7,564,893",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",64,0.651,0.561,-5.715,0.25,0.25,0.435,0.369
88,Gris,"7,514,854",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",65,0.849,0.709,-4.717,0.0794,0.229,0.329,0.916
103,Negro,"6,651,425",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",67,0.795,0.911,-2.228,0.0875,0.0157,0.131,0.8
134,Verde,"5,745,393","J Balvin, Sky Rompiendo",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",63,0.828,0.738,-4.295,0.0516,0.0381,0.0917,0.818
15,Baby Pluto,"5,600,261",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",69,0.772,0.634,-6.101,0.212,0.135,0.432,0.671
31,Lo Mein,"5,231,134",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",67,0.855,0.676,-5.736,0.325,0.0888,0.144,0.509
113,No Judgement,"5,082,563",Niall Horan,7564659,"['dance pop', 'pop', 'post-teen pop']",65,0.723,0.726,-3.835,0.0472,0.0564,0.057,0.962
57,Futsal Shuffle 2020 - Bonus Track,"5,068,849",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",63,0.879,0.448,-8.57,0.222,0.0346,0.224,0.278
163,Arcoíris,"5,044,774","J Balvin, Mr Eazi",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",62,0.731,0.787,-5.26,0.0721,0.0853,0.316,0.393
65,TOES (feat. Lil Baby & Moneybagg Yo),"4,878,903",DaBaby,7601122,"['north carolina hip hop', 'rap']",73,0.816,0.582,-4.141,0.341,0.0794,0.0916,0.542
42,Feel Me,"4,765,672",Selena Gomez,28931149,"['dance pop', 'pop', 'post-teen pop']",63,0.71,0.808,-6.703,0.0433,0.44,0.0734,0.392
183,H <3 T E L,"4,701,388","Dardan, Monet192",861082,"['albanian hip hop', 'german hip hop']",34,0.726,0.646,-6.9,0.0977,0.0495,0.112,0.58
63,25-Aug,"4,684,378",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",71,0.761,0.732,-5.469,0.0549,0.092,0.0716,0.542
81,Se Me Olvidó,"4,591,194",Christian Nodal,8123757,"['mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",71,0.65,0.558,-3.082,0.0309,0.368,0.303,0.725
130,B.S. (feat. H.E.R.),"4,557,817",Jhené Aiko,4720858,"['alternative r&b', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",72,0.617,0.525,-10.426,0.12,0.554,0.135,0.377
45,Soliá,"4,516,243",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",72,0.71,0.81,-5.507,0.0854,0.117,0.154,0.184
55,Está Cabrón Ser Yo,"4,438,261","Bad Bunny, Anuel AA",36177712,"['latin', 'reggaeton', 'trap latino']",69,0.81,0.854,-3.999,0.254,0.0732,0.123,0.879
61,Bean (Kobe) [feat. Chief Keef],"9,039,518",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",67,0.733,0.567,-6.718,0.319,0.0129,0.382,0.319
68,Yessirskiii,"8,374,259","Lil Uzi Vert, 21 Savage",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",70,0.895,0.739,-6.633,0.283,0.0183,0.102,0.763
104,Cardigan,"6,586,204",Don Toliver,1606884,"['rap', 'trap']",70,0.747,0.497,-6.542,0.0401,0.248,0.138,0.0663
36,Silly Watch,"6,442,451",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",65,0.903,0.535,-6.238,0.286,0.0298,0.0851,0.157
70,Hablamos Mañana,"6,105,711","Bad Bunny, Duki, Pablo Chill-E",36177712,"['latin', 'reggaeton', 'trap latino']",69,0.683,0.677,-4.496,0.0469,0.0869,0.0998,0.514
126,Lotus,"6,017,103",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",58,0.802,0.748,-5.708,0.207,0.24,0.165,0.516
126,Lettre à une femme,"5,895,243",Ninho,4764552,"['french hip hop', 'pop urbaine', 'rap francais']",54,0.487,0.398,-9.901,0.0697,0.835,0.12,0.905
57,Que Malo,"5,544,180","Bad Bunny, Ñengo Flow",36177712,"['latin', 'reggaeton', 'trap latino']",69,0.802,0.787,-6.181,0.0599,0.0832,0.153,0.446
147,Leaders (feat. NAV),"5,496,780",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",60,0.95,0.654,-5.895,0.307,0.0744,0.138,0.886
149,Strawberry Peels (feat. Young Thug & Gunna),"5,468,083",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",59,0.862,0.65,-6.978,0.355,0.0207,0.568,0.658
60,La Zona,"5,440,382",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",69,0.762,0.801,-3.661,0.0409,0.2,0.254,0.81
153,Wassup (feat. Future),"5,415,044",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",57,0.762,0.622,-6.293,0.223,0.352,0.145,0.626
69,Una Vez,"5,411,302","Bad Bunny, Mora",36177712,"['latin', 'reggaeton', 'trap latino']",77,0.55,0.598,-5.402,0.0831,0.132,0.0955,0.543
158,Moon Relate,"5,324,545",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",58,0.867,0.768,-3.73,0.0791,0.18,0.254,0.34
163,Black And White,"5,204,120",Niall Horan,7564659,"['dance pop', 'pop', 'post-teen pop']",75,0.443,0.582,-6.02,0.0482,0.0301,0.127,0.239
81,The Other Side (from Trolls World Tour),"5,193,927","SZA, Justin Timberlake",5888533,"['pop', 'pop rap', 'r&b']",68,0.76,0.607,-6.274,0.0964,0.00277,0.132,0.709
53,Whine Up,"5,130,783","Nicky Jam, Anuel AA",14831925,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",70,0.817,0.665,-6.224,0.0758,0.0549,0.103,0.662
37,Ayy Macarena,"5,046,905",Tyga,6298789,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",74,0.816,0.629,-5.568,0.226,0.133,0.0692,0.714
